Name,rating,total_reviews,rating_normalized,reviews_normalized,score,rank
Sabatikal Barbershop,5.0,40,1.0,0.0022578590864354773,0.7006773577259306,40
DEQAVE (Cafe & Co-Working Space),5.0,39,1.0,0.0021999652637063626,0.7006599895791119,41
Kedai Wayank,5.0,39,1.0,0.0021999652637063626,0.7006599895791119,42
Garazi Chick 'n Shakes,5.0,38,1.0,0.002142071440977248,0.7006426214322932,43
klatensche coffee and chill,5.0,36,1.0,0.002026283795519018,0.7006078851386557,44
Kamsia boba & chiken Gajahmada,5.0,35,1.0,0.0019683899727899034,0.7005905169918369,45
OBOE coffee,5.0,35,1.0,0.0019683899727899034,0.7005905169918369,46
Pangkubudhe,5.0,35,1.0,0.0019683899727899034,0.7005905169918369,47
BUN Coffee,5.0,33,1.0,0.0018526023273316738,0.7005557806981995,48
Salad Pop Ketawanggede,5.0,33,1.0,0.0018526023273316738,0.7005557806981995,49
Penthouse Dorm&Cafe,5.0,31,1.0,0.0017368146818734441,0.700521044404562,50
Shake Shake Salad Malang,5.0,31,1.0,0.0017368146818734441,0.700521044404562,51
Toko kopi sudawirat,5.0,31,1.0,0.0017368146818734441,0.700521044404562,52
Sedjoli,5.0,30,1.0,0.0016789208591443292,0.7005036762577432,53
Kingdom Food,5.0,29,1.0,0.0016210270364152145,0.7004863081109245,54
Kopi Ceket & Wedang Uwuh,5.0,28,1.0,0.0015631332136860996,0.7004689399641058,55
Goodfather 3 Warkop & Vapor,5.0,28,1.0,0.0015631332136860996,0.7004689399641058,56
Pokok Ngopi,5.0,28,1.0,0.0015631332136860996,0.7004689399641058,57
Hastawara Coffee House,5.0,28,1.0,0.0015631332136860996,0.7004689399641058,58
Warkofi Comboran Malang,5.0,27,1.0,0.001505239390956985,0.700451571817287,59
Ngopi time nukus,5.0,26,1.0,0.0014473455682278702,0.7004342036704683,60
Warung Kopi OYItok,5.0,26,1.0,0.0014473455682278702,0.7004342036704683,61
Karta Coffee & Eatery,5.0,25,1.0,0.0013894517454987553,0.7004168355236495,62
Koffie Receipt,5.0,25,1.0,0.0013894517454987553,0.7004168355236495,63
Lentera Coffee,5.0,25,1.0,0.0013894517454987553,0.7004168355236495,64
Kedai kopi japoeng,5.0,24,1.0,0.0013315579227696406,0.7003994673768309,65
Kopi Cemara,5.0,24,1.0,0.0013315579227696406,0.7003994673768309,66
Warung Kopi ALIM,5.0,24,1.0,0.0013315579227696406,0.7003994673768309,67
Cepit Kopi,5.0,23,1.0,0.0012736641000405256,0.7003820992300122,68
Cafe Goklat Malang,5.0,23,1.0,0.0012736641000405256,0.7003820992300122,69
OMAH PUNDEN,5.0,23,1.0,0.0012736641000405256,0.7003820992300122,70
Kedai Kreewools,5.0,22,1.0,0.001215770277311411,0.7003647310831934,71
Malam Minggu Cafe & Play,5.0,22,1.0,0.001215770277311411,0.7003647310831934,72
Kae Coffee & Snack,5.0,21,1.0,0.001157876454582296,0.7003473629363747,73
Warkop Van Java,5.0,21,1.0,0.001157876454582296,0.7003473629363747,74
Flufy,5.0,21,1.0,0.001157876454582296,0.7003473629363747,75
Omah Semeru,5.0,21,1.0,0.001157876454582296,0.7003473629363747,76
Warkop Ma'Ciek,5.0,21,1.0,0.001157876454582296,0.7003473629363747,77
Ndaru coffee,5.0,21,1.0,0.001157876454582296,0.7003473629363747,78
Kaw Kaw Origin Thai Tea,5.0,21,1.0,0.001157876454582296,0.7003473629363747,79
Coffee Six,5.0,20,1.0,0.0010999826318531813,0.7003299947895559,80
